CustomerID,RecencyDays,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,CustomerSegment
17533,456.0,1,34.8,5,5,5,15,High Value
12661,457.0,1,162.0,5,5,5,15,High Value
16490,457.0,1,205.41,5,5,5,15,High Value
13257,457.0,1,149.75,5,5,5,15,High Value
13105,457.0,1,72.0,5,5,5,15,High Value
14843,457.0,1,211.8,5,5,5,15,High Value
12964,458.0,1,132.24,5,5,5,15,High Value
16237,458.0,1,136.65,5,5,5,15,High Value
15871,458.0,1,33.1,5,5,5,15,High Value
17280,459.0,1,118.86,5,5,5,15,High Value
13290,459.0,1,208.63,5,5,5,15,High Value
14992,463.0,1,210.5,5,5,5,15,High Value
18107,463.0,1,167.13,5,5,5,15,High Value
15761,464.0,1,143.05,5,5,5,15,High Value
17840,464.0,1,185.72,5,5,5,15,High Value
12751,465.0,1,268.27,5,5,5,15,High Value
14906,466.0,1,68.44,5,5,5,15,High Value
14668,466.0,1,111.63,5,5,5,15,High Value
17055,466.0,1,239.55,5,5,5,15,High Value
13702,467.0,1,135.18,5,5,5,15,High Value
13701,467.0,1,161.0,5,5,5,15,High Value
17743,469.0,1,229.2,5,5,5,15,High Value
16371,469.0,1,157.2,5,5,5,15,High Value
15685,471.0,1,55.98,5,5,5,15,High Value
12768,471.0,1,168.69,5,5,5,15,High Value
17149,472.0,1,143.1,5,5,5,15,High Value
13312,472.0,1,124.75,5,5,5,15,High Value
14635,475.0,1,215.22,5,5,5,15,High Value
14445,477.0,1,221.65,5,5,5,15,High Value
14444,477.0,1,132.04,5,5,5,15,High Value
17762,477.0,1,129.75,5,5,5,15,High Value
16886,477.0,1,134.0,5,5,5,15,High Value
13076,479.0,1,135.4,5,5,5,15,High Value
13683,479.0,1,258.6,5,5,5,15,High Value
14318,481.0,1,158.02,5,5,5,15,High Value
16289,483.0,1,136.31,5,5,5,15,High Value
14086,484.0,1,39.95,5,5,5,15,High Value
17215,485.0,1,186.15,5,5,5,15,High Value
13714,486.0,1,161.35,5,5,5,15,High Value
14433,486.0,1,289.6,5,5,5,15,High Value
15166,488.0,1,167.16,5,5,5,15,High Value
16288,491.0,1,129.85,5,5,5,15,High Value
14787,492.0,1,110.65,5,5,5,15,High Value
18124,493.0,1,111.53,5,5,5,15,High Value
17336,493.0,1,81.12,5,5,5,15,High Value
14187,494.0,1,123.5,5,5,5,15,High Value
16396,497.0,1,137.8,5,5,5,15,High Value
16294,497.0,1,126.05,5,5,5,15,High Value
16562,498.0,1,223.86,5,5,5,15,High Value
16299,498.0,1,193.65,5,5,5,15,High Value
17599,498.0,1,52.05,5,5,5,15,High Value
15072,500.0,1,187.52,5,5,5,15,High Value
13063,501.0,1,188.4,5,5,5,15,High Value
14153,504.0,1,233.4,5,5,5,15,High Value
12959,505.0,1,150.95,5,5,5,15,High Value
14822,506.0,1,157.7,5,5,5,15,High Value
12771,507.0,1,282.3,5,5,5,15,High Value
14144,507.0,1,30.6,5,5,5,15,High Value
13839,507.0,1,139.95,5,5,5,15,High Value
13653,509.0,1,152.2,5,5,5,15,High Value
16196,510.0,1,93.3,5,5,5,15,High Value
14521,512.0,1,199.45,5,5,5,15,High Value
13084,513.0,1,122.4,5,5,5,15,High Value
16334,513.0,1,277.48,5,5,5,15,High Value
16417,514.0,1,35.7,5,5,5,15,High Value
13766,516.0,1,190.35,5,5,5,15,High Value
14833,520.0,1,94.8,5,5,5,15,High Value
16937,520.0,1,202.1,5,5,5,15,High Value
13796,520.0,1,289.7,5,5,5,15,High Value
15284,521.0,1,24.75,5,5,5,15,High Value
16219,522.0,1,40.8,5,5,5,15,High Value
14384,522.0,1,58.5,5,5,5,15,High Value
17224,522.0,1,100.86,5,5,5,15,High Value
14435,522.0,1,90.42,5,5,5,15,High Value
17494,523.0,1,54.7,5,5,5,15,High Value
15431,523.0,1,153.24,5,5,5,15,High Value
17112,524.0,1,205.17,5,5,5,15,High Value
18132,525.0,1,226.9,5,5,5,15,High Value
13788,526.0,1,3.75,5,5,5,15,High Value
17177,526.0,1,119.5,5,5,5,15,High Value
16165,526.0,1,79.9,5,5,5,15,High Value
14858,527.0,1,180.75,5,5,5,15,High Value
13913,528.0,1,42.22,5,5,5,15,High Value
17395,529.0,1,97.5,5,5,5,15,High Value
15788,529.0,1,221.83,5,5,5,15,High Value
14674,530.0,1,173.66,5,5,5,15,High Value
17261,531.0,1,230.44,5,5,5,15,High Value
17541,531.0,1,124.46,5,5,5,15,High Value
16251,533.0,1,128.31,5,5,5,15,High Value
14084,533.0,1,150.5,5,5,5,15,High Value
17559,533.0,1,167.62,5,5,5,15,High Value
14007,534.0,1,79.48,5,5,5,15,High Value
18238,536.0,1,270.92,5,5,5,15,High Value
13779,537.0,1,161.13,5,5,5,15,High Value
14516,537.0,1,163.92,5,5,5,15,High Value
14580,539.0,1,14.85,5,5,5,15,High Value
18279,540.0,1,231.34,5,5,5,15,High Value
15056,541.0,1,133.45,5,5,5,15,High Value
17129,541.0,1,31.85,5,5,5,15,High Value
16443,542.0,1,162.24,5,5,5,15,High Value
14900,543.0,1,13.92,5,5,5,15,High Value
13125,545.0,1,158.57,5,5,5,15,High Value
14366,546.0,1,136.0,5,5,5,15,High Value
15851,547.0,1,109.73,5,5,5,15,High Value
15486,548.0,1,102.0,5,5,5,15,High Value
13620,549.0,1,112.34,5,5,5,15,High Value
14774,549.0,1,241.45,5,5,5,15,High Value
12799,550.0,1,219.35,5,5,5,15,High Value
16733,551.0,1,259.68,5,5,5,15,High Value
15913,555.0,1,6.3,5,5,5,15,High Value
17304,555.0,1,111.5,5,5,5,15,High Value
15991,555.0,1,150.55,5,5,5,15,High Value
14509,555.0,1,110.95,5,5,5,15,High Value
14874,556.0,1,116.18,5,5,5,15,High Value
12774,557.0,1,98.7,5,5,5,15,High Value
17192,557.0,1,77.83,5,5,5,15,High Value
16486,558.0,1,134.36,5,5,5,15,High Value
17953,561.0,1,160.82,5,5,5,15,High Value
16925,561.0,1,125.65,5,5,5,15,High Value
13608,561.0,1,236.2,5,5,5,15,High Value
12746,562.0,1,254.55,5,5,5,15,High Value
13112,562.0,1,20.6,5,5,5,15,High Value
17401,562.0,1,114.85,5,5,5,15,High Value
14374,562.0,1,108.0,5,5,5,15,High Value
13586,562.0,1,131.53,5,5,5,15,High Value
15040,563.0,1,7.49,5,5,5,15,High Value
15926,563.0,1,134.44,5,5,5,15,High Value
17922,564.0,1,170.4,5,5,5,15,High Value
15905,564.0,1,114.69,5,5,5,15,High Value
18020,564.0,1,190.48,5,5,5,15,High Value
16622,565.0,1,225.4,5,5,5,15,High Value
16547,567.0,1,111.71,5,5,5,15,High Value
13794,567.0,1,126.03,5,5,5,15,High Value
17902,567.0,1,216.4,5,5,5,15,High Value
13438,568.0,1,46.5,5,5,5,15,High Value
17971,569.0,1,161.94,5,5,5,15,High Value
15352,570.0,1,114.95,5,5,5,15,High Value
17417,570.0,1,164.18,5,5,5,15,High Value
18103,570.0,1,105.8,5,5,5,15,High Value
17543,570.0,1,120.05,5,5,5,15,High Value
17784,571.0,1,112.86,5,5,5,15,High Value
14786,571.0,1,90.96,5,5,5,15,High Value
17009,572.0,1,242.06,5,5,5,15,High Value
13056,572.0,1,209.48,5,5,5,15,High Value
17915,572.0,1,242.13,5,5,5,15,High Value
18234,573.0,1,179.6,5,5,5,15,High Value
15731,575.0,1,125.3,5,5,5,15,High Value
17216,575.0,1,65.05,5,5,5,15,High Value
16896,576.0,1,103.95,5,5,5,15,High Value
14033,576.0,1,109.44,5,5,5,15,High Value
15305,576.0,1,93.6,5,5,5,15,High Value
18038,577.0,1,149.41,5,5,5,15,High Value
16035,581.0,1,217.73,5,5,5,15,High Value
17583,581.0,1,135.95,5,5,5,15,High Value
15340,583.0,1,105.5,5,5,5,15,High Value
16046,583.0,1,235.78,5,5,5,15,High Value
17074,583.0,1,203.05,5,5,5,15,High Value
14993,584.0,1,36.13,5,5,5,15,High Value
18000,585.0,1,124.25,5,5,5,15,High Value
12773,585.0,1,124.25,5,5,5,15,High Value
14394,586.0,1,93.8,5,5,5,15,High Value
16831,586.0,1,91.8,5,5,5,15,High Value
16664,590.0,1,109.2,5,5,5,15,High Value
16564,590.0,1,87.8,5,5,5,15,High Value
14325,591.0,1,245.48,5,5,5,15,High Value
14017,592.0,1,229.75,5,5,5,15,High Value
18157,592.0,1,215.35,5,5,5,15,High Value
14982,593.0,1,237.78,5,5,5,15,High Value
16507,593.0,1,152.76,5,5,5,15,High Value
12894,596.0,1,157.35,5,5,5,15,High Value
18197,597.0,1,230.1,5,5,5,15,High Value
15470,597.0,1,63.42,5,5,5,15,High Value
14391,598.0,1,135.6,5,5,5,15,High Value
13222,598.0,1,88.5,5,5,5,15,High Value
13943,599.0,1,246.54,5,5,5,15,High Value
14588,599.0,1,135.39,5,5,5,15,High Value
14361,599.0,1,214.71,5,5,5,15,High Value
14941,600.0,1,182.1,5,5,5,15,High Value
13007,601.0,1,175.25,5,5,5,15,High Value
18254,602.0,1,267.9,5,5,5,15,High Value
14814,602.0,1,160.46,5,5,5,15,High Value
13830,602.0,1,156.85,5,5,5,15,High Value
17798,603.0,1,183.09,5,5,5,15,High Value
17225,603.0,1,131.15,5,5,5,15,High Value
17199,603.0,1,145.12,5,5,5,15,High Value
15868,604.0,1,94.53,5,5,5,15,High Value
18028,604.0,1,192.05,5,5,5,15,High Value
15391,605.0,1,289.87,5,5,5,15,High Value
15229,607.0,1,160.5,5,5,5,15,High Value
17565,608.0,1,131.83,5,5,5,15,High Value
16651,608.0,1,136.2,5,5,5,15,High Value
14683,609.0,1,146.56,5,5,5,15,High Value
14650,610.0,1,62.5,5,5,5,15,High Value
15954,610.0,1,190.75,5,5,5,15,High Value
17605,611.0,1,160.75,5,5,5,15,High Value
16267,612.0,1,186.66,5,5,5,15,High Value
16408,612.0,1,231.93,5,5,5,15,High Value
12392,612.0,1,234.75,5,5,5,15,High Value
17959,613.0,1,140.75,5,5,5,15,High Value
14999,614.0,1,129.48,5,5,5,15,High Value
14773,614.0,1,140.55,5,5,5,15,High Value
14743,614.0,1,50.48,5,5,5,15,High Value
17093,614.0,1,235.88,5,5,5,15,High Value
14677,614.0,1,184.91,5,5,5,15,High Value
13609,614.0,1,167.35,5,5,5,15,High Value
16068,615.0,1,122.93,5,5,5,15,High Value
15548,616.0,1,158.09,5,5,5,15,High Value
16028,617.0,1,82.2,5,5,5,15,High Value
15474,617.0,1,163.1,5,5,5,15,High Value
17240,617.0,1,130.6,5,5,5,15,High Value
15455,618.0,1,38.25,5,5,5,15,High Value
14812,619.0,1,185.8,5,5,5,15,High Value
16548,620.0,1,30.15,5,5,5,15,High Value
15273,621.0,1,228.96,5,5,5,15,High Value
14845,621.0,1,150.0,5,5,5,15,High Value
17626,623.0,1,254.0,5,5,5,15,High Value
12969,624.0,1,122.45,5,5,5,15,High Value
13180,628.0,1,86.1,5,5,5,15,High Value
16944,631.0,1,101.36,5,5,5,15,High Value
13163,631.0,1,17.65,5,5,5,15,High Value
13852,632.0,1,187.35,5,5,5,15,High Value
15112,632.0,1,209.4,5,5,5,15,High Value
16941,633.0,1,33.0,5,5,5,15,High Value
13071,633.0,1,129.22,5,5,5,15,High Value
14694,638.0,1,244.31,5,5,5,15,High Value
17993,638.0,1,235.19,5,5,5,15,High Value
13219,639.0,1,76.23,5,5,5,15,High Value
16845,639.0,1,253.88,5,5,5,15,High Value
15742,640.0,1,156.87,5,5,5,15,High Value
17586,640.0,1,167.4,5,5,5,15,High Value
15575,640.0,1,30.1,5,5,5,15,High Value
12861,641.0,1,68.25,5,5,5,15,High Value
15231,642.0,1,250.26,5,5,5,15,High Value
14378,642.0,1,131.25,5,5,5,15,High Value
13053,643.0,1,127.65,5,5,5,15,High Value
15848,643.0,1,139.94,5,5,5,15,High Value
14074,644.0,1,219.4,5,5,5,15,High Value
18166,644.0,1,175.5,5,5,5,15,High Value
14330,645.0,1,200.63,5,5,5,15,High Value
15698,645.0,1,46.2,5,5,5,15,High Value
16090,645.0,1,205.91,5,5,5,15,High Value
17072,646.0,1,282.05,5,5,5,15,High Value
16741,646.0,1,173.06,5,5,5,15,High Value
16002,646.0,1,169.21,5,5,5,15,High Value
13445,647.0,1,241.9,5,5,5,15,High Value
16578,647.0,1,156.6,5,5,5,15,High Value
16970,647.0,1,71.4,5,5,5,15,High Value
14596,647.0,1,229.47,5,5,5,15,High Value
14928,649.0,1,223.91,5,5,5,15,High Value
16397,649.0,1,127.88,5,5,5,15,High Value
17587,649.0,1,181.66,5,5,5,15,High Value
16508,651.0,1,248.8,5,5,5,15,High Value
13128,652.0,1,263.5,5,5,5,15,High Value
15496,652.0,1,146.14,5,5,5,15,High Value
18131,653.0,1,222.96,5,5,5,15,High Value
17933,653.0,1,114.69,5,5,5,15,High Value
14604,654.0,1,143.86,5,5,5,15,High Value
13724,658.0,1,213.01,5,5,5,15,High Value
12692,658.0,1,110.95,5,5,5,15,High Value
12954,660.0,1,162.45,5,5,5,15,High Value
15558,660.0,1,214.13,5,5,5,15,High Value
15250,662.0,1,60.0,5,5,5,15,High Value
13454,662.0,1,219.87,5,5,5,15,High Value
16537,662.0,1,23.35,5,5,5,15,High Value
12568,666.0,1,70.0,5,5,5,15,High Value
15875,667.0,1,111.72,5,5,5,15,High Value
16285,667.0,1,176.9,5,5,5,15,High Value
18148,668.0,1,114.1,5,5,5,15,High Value
13793,668.0,1,96.0,5,5,5,15,High Value
15927,668.0,1,123.39,5,5,5,15,High Value
16731,669.0,1,174.05,5,5,5,15,High Value
14131,670.0,1,187.87,5,5,5,15,High Value
18046,671.0,1,189.63,5,5,5,15,High Value
14402,673.0,1,285.6,5,5,5,15,High Value
13469,674.0,1,82.4,5,5,5,15,High Value
13944,674.0,1,200.43,5,5,5,15,High Value
16388,675.0,1,186.05,5,5,5,15,High Value
13490,675.0,1,154.25,5,5,5,15,High Value
15295,675.0,1,217.24,5,5,5,15,High Value
14726,675.0,1,124.75,5,5,5,15,High Value
14602,677.0,1,205.36,5,5,5,15,High Value
12416,678.0,1,202.56,5,5,5,15,High Value
13191,679.0,1,164.69,5,5,5,15,High Value
18153,680.0,1,246.22,5,5,5,15,High Value
15693,680.0,1,37.5,5,5,5,15,High Value
17778,682.0,1,197.7,5,5,5,15,High Value
15371,683.0,1,59.4,5,5,5,15,High Value
17136,683.0,1,231.68,5,5,5,15,High Value
14943,684.0,1,107.62,5,5,5,15,High Value
15964,684.0,1,272.96,5,5,5,15,High Value
17108,684.0,1,174.95,5,5,5,15,High Value
15293,687.0,1,247.5,5,5,5,15,High Value
14190,687.0,1,79.9,5,5,5,15,High Value
17575,688.0,1,171.7,5,5,5,15,High Value
12776,688.0,1,55.5,5,5,5,15,High Value
16530,689.0,1,48.35,5,5,5,15,High Value
15082,690.0,1,93.35,5,5,5,15,High Value
13119,690.0,1,134.9,5,5,5,15,High Value
15892,690.0,1,128.2,5,5,5,15,High Value
17319,690.0,1,29.1,5,5,5,15,High Value
14884,690.0,1,120.6,5,5,5,15,High Value
16082,691.0,1,106.75,5,5,5,15,High Value
13009,693.0,1,234.0,5,5,5,15,High Value
18267,694.0,1,269.37,5,5,5,15,High Value
17328,694.0,1,104.7,5,5,5,15,High Value
13757,695.0,1,195.55,5,5,5,15,High Value
12848,696.0,1,208.0,5,5,5,15,High Value
18175,697.0,1,176.1,5,5,5,15,High Value
13511,697.0,1,282.76,5,5,5,15,High Value
15317,698.0,1,129.75,5,5,5,15,High Value
14637,698.0,1,106.68,5,5,5,15,High Value
15338,698.0,1,283.43,5,5,5,15,High Value
13392,698.0,1,91.14,5,5,5,15,High Value
16673,700.0,1,188.83,5,5,5,15,High Value
15487,700.0,1,231.32,5,5,5,15,High Value
14613,701.0,1,76.32,5,5,5,15,High Value
17982,702.0,1,138.18,5,5,5,15,High Value
16051,703.0,1,188.44,5,5,5,15,High Value
12570,703.0,1,77.52,5,5,5,15,High Value
14380,703.0,1,48.96,5,5,5,15,High Value
16047,703.0,1,107.14,5,5,5,15,High Value
12846,703.0,1,15.58,5,5,5,15,High Value
12555,703.0,1,129.23,5,5,5,15,High Value
16291,703.0,1,117.72,5,5,5,15,High Value
12466,703.0,1,56.73,5,5,5,15,High Value
12404,703.0,1,63.24,5,5,5,15,High Value
12606,703.0,1,21.0,5,5,5,15,High Value
14376,704.0,1,215.46,5,5,5,15,High Value
14879,706.0,1,185.06,5,5,5,15,High Value
16822,707.0,1,181.39,5,5,5,15,High Value
14274,707.0,1,256.6,5,5,5,15,High Value
14207,709.0,1,157.8,5,5,5,15,High Value
17875,709.0,1,167.1,5,5,5,15,High Value
14983,710.0,1,183.2,5,5,5,15,High Value
12470,711.0,1,211.95,5,5,5,15,High Value
16867,711.0,1,76.74,5,5,5,15,High Value
15697,711.0,1,246.75,5,5,5,15,High Value
15375,711.0,1,60.96,5,5,5,15,High Value
14892,712.0,1,202.35,5,5,5,15,High Value
13907,712.0,1,136.8,5,5,5,15,High Value
12860,714.0,1,55.47,5,5,5,15,High Value
17352,717.0,1,36.25,5,5,5,15,High Value
18115,719.0,1,9.7,5,5,5,15,High Value
15324,722.0,1,140.22,5,5,5,15,High Value
15409,742.0,1,131.25,5,5,5,15,High Value
16908,743.0,1,252.59,5,5,5,15,High Value
14095,743.0,1,2.95,5,5,5,15,High Value
16694,744.0,1,98.3,5,5,5,15,High Value
18012,744.0,1,115.3,5,5,5,15,High Value
15499,744.0,1,161.6,5,5,5,15,High Value
16605,745.0,1,60.48,5,5,5,15,High Value
15672,746.0,1,45.3,5,5,5,15,High Value
12992,746.0,1,93.35,5,5,5,15,High Value
16064,746.0,1,111.0,5,5,5,15,High Value
16280,746.0,1,238.05,5,5,5,15,High Value
17318,746.0,1,164.28,5,5,5,15,High Value
15534,746.0,1,162.25,5,5,5,15,High Value
14977,747.0,1,31.93,5,5,5,15,High Value
17910,747.0,1,261.7,5,5,5,15,High Value
17066,747.0,1,228.34,5,5,5,15,High Value
17487,749.0,1,160.55,5,5,5,15,High Value
16901,750.0,1,204.26,5,5,5,15,High Value
16663,750.0,1,165.0,5,5,5,15,High Value
16459,750.0,1,71.79,5,5,5,15,High Value
15642,751.0,1,105.78,5,5,5,15,High Value
15209,751.0,1,178.98,5,5,5,15,High Value
12487,752.0,1,285.3,5,5,5,15,High Value
13114,752.0,1,234.38,5,5,5,15,High Value
15924,752.0,1,102.82,5,5,5,15,High Value
14574,753.0,1,143.7,5,5,5,15,High Value
14955,754.0,1,163.77,5,5,5,15,High Value
14003,754.0,1,209.41,5,5,5,15,High Value
15479,754.0,1,147.4,5,5,5,15,High Value
14717,754.0,1,81.3,5,5,5,15,High Value
14468,754.0,1,204.24,5,5,5,15,High Value
16277,755.0,1,188.69,5,5,5,15,High Value
16410,755.0,1,130.32,5,5,5,15,High Value
17151,756.0,1,231.9,5,5,5,15,High Value
15999,756.0,1,20.4,5,5,5,15,High Value
16645,757.0,1,160.39,5,5,5,15,High Value
14750,757.0,1,112.03,5,5,5,15,High Value
17271,757.0,1,210.39,5,5,5,15,High Value
12934,758.0,1,181.65,5,5,5,15,High Value
14347,758.0,1,82.6,5,5,5,15,High Value
16301,758.0,1,107.33,5,5,5,15,High Value
14106,758.0,1,214.8,5,5,5,15,High Value
14980,758.0,1,150.68,5,5,5,15,High Value
17606,758.0,1,87.3,5,5,5,15,High Value
17909,758.0,1,132.55,5,5,5,15,High Value
15833,759.0,1,80.4,5,5,5,15,High Value
17818,759.0,1,130.18,5,5,5,15,High Value
17087,759.0,1,221.53,5,5,5,15,High Value
14654,759.0,1,246.86,5,5,5,15,High Value
17056,759.0,1,128.6,5,5,5,15,High Value
17592,760.0,1,148.3,5,5,5,15,High Value
12636,760.0,1,141.0,5,5,5,15,High Value
16659,210.0,1,39.12,4,5,5,14,High Value
14453,211.0,1,119.93,4,5,5,14,High Value
16483,213.0,1,139.35,4,5,5,14,High Value
15925,215.0,1,207.15,4,5,5,14,High Value
14280,218.0,1,134.04,4,5,5,14,High Value
14816,218.0,1,271.85,4,5,5,14,High Value
14705,219.0,1,179.0,4,5,5,14,High Value
15705,222.0,1,143.1,4,5,5,14,High Value
15292,222.0,1,180.94,4,5,5,14,High Value
13227,223.0,1,257.7,4,5,5,14,High Value
17455,224.0,1,131.7,4,5,5,14,High Value
13391,225.0,1,59.8,4,5,5,14,High Value
17263,229.0,1,63.44,4,5,5,14,High Value
14689,230.0,1,112.8,4,5,5,14,High Value
18120,235.0,1,111.15,4,5,5,14,High Value
17174,239.0,1,59.9,4,5,5,14,High Value
15668,239.0,1,76.32,4,5,5,14,High Value
14393,239.0,1,67.95,4,5,5,14,High Value
16457,239.0,1,208.36,4,5,5,14,High Value
14340,240.0,1,134.7,4,5,5,14,High Value
17394,240.0,1,203.87,4,5,5,14,High Value
16610,240.0,1,75.66,4,5,5,14,High Value
16055,242.0,1,134.8,4,5,5,14,High Value
17893,246.0,1,112.25,4,5,5,14,High Value
13229,246.0,1,160.95,4,5,5,14,High Value
16965,247.0,1,201.19,4,5,5,14,High Value
17670,249.0,1,205.7,4,5,5,14,High Value
12622,253.0,1,180.1,4,5,5,14,High Value
16587,253.0,1,225.15,4,5,5,14,High Value
12506,254.0,1,73.5,4,5,5,14,High Value
15517,254.0,1,267.03,4,5,5,14,High Value
16617,257.0,1,151.85,4,5,5,14,High Value
18213,258.0,1,232.48,4,5,5,14,High Value
17367,259.0,1,168.4,4,5,5,14,High Value
13120,260.0,1,30.6,4,5,5,14,High Value
16097,261.0,1,185.05,4,5,5,14,High Value
16697,262.0,1,112.75,4,5,5,14,High Value
17972,262.0,1,136.04,4,5,5,14,High Value
17574,264.0,1,185.65,4,5,5,14,High Value
18129,264.0,1,112.55,4,5,5,14,High Value
13570,264.0,1,239.49,4,5,5,14,High Value
15119,267.0,1,266.4,4,5,5,14,High Value
16144,268.0,1,175.2,4,5,5,14,High Value
17906,268.0,1,72.9,4,5,5,14,High Value
14964,268.0,1,206.21,4,5,5,14,High Value
17956,270.0,1,12.75,4,5,5,14,High Value
16162,273.0,1,37.4,4,5,5,14,High Value
13841,273.0,1,85.0,4,5,5,14,High Value
15528,275.0,1,229.33,4,5,5,14,High Value
17775,276.0,1,56.4,4,5,5,14,High Value
18010,277.0,1,174.8,4,5,5,14,High Value
15083,277.0,1,88.2,4,5,5,14,High Value
14476,278.0,1,215.7,4,5,5,14,High Value
14536,280.0,1,171.8,4,5,5,14,High Value
15178,281.0,1,40.5,4,5,5,14,High Value
17698,282.0,1,154.95,4,5,5,14,High Value
13132,282.0,1,77.3,4,5,5,14,High Value
17102,283.0,1,25.5,4,5,5,14,High Value
15457,283.0,1,237.07,4,5,5,14,High Value
14632,284.0,1,114.56,4,5,5,14,High Value
18224,285.0,1,158.95,4,5,5,14,High Value
15408,285.0,1,267.18,4,5,5,14,High Value
12902,285.0,1,138.68,4,5,5,14,High Value
15703,286.0,1,211.5,4,5,5,14,High Value
14155,287.0,1,118.75,4,5,5,14,High Value
17060,287.0,1,234.24,4,5,5,14,High Value
14041,287.0,1,141.41,4,5,5,14,High Value
15019,287.0,1,266.0,4,5,5,14,High Value
14066,287.0,1,152.55,4,5,5,14,High Value
14059,288.0,1,183.6,4,5,5,14,High Value
13072,288.0,1,177.15,4,5,5,14,High Value
16976,288.0,1,251.52,4,5,5,14,High Value
13185,289.0,1,71.4,4,5,5,14,High Value
13121,290.0,1,283.73,4,5,5,14,High Value
13716,290.0,1,138.28,4,5,5,14,High Value
15388,291.0,1,140.54,4,5,5,14,High Value
15049,294.0,1,121.17,4,5,5,14,High Value
18086,295.0,1,101.34,4,5,5,14,High Value
14165,296.0,1,122.54,4,5,5,14,High Value
14586,298.0,1,237.36,4,5,5,14,High Value
15234,298.0,1,197.0,4,5,5,14,High Value
16517,298.0,1,162.7,4,5,5,14,High Value
17654,298.0,1,117.55,4,5,5,14,High Value
15554,299.0,1,217.2,4,5,5,14,High Value
17535,301.0,1,164.4,4,5,5,14,High Value
15733,304.0,1,162.3,4,5,5,14,High Value
15319,304.0,1,204.5,4,5,5,14,High Value
14046,305.0,1,154.99,4,5,5,14,High Value
12509,305.0,1,176.5,4,5,5,14,High Value
16339,305.0,1,109.95,4,5,5,14,High Value
16598,307.0,1,145.05,4,5,5,14,High Value
13973,308.0,1,264.7,4,5,5,14,High Value
17117,309.0,1,116.2,4,5,5,14,High Value
12565,310.0,1,145.92,4,5,5,14,High Value
18068,310.0,1,101.7,4,5,5,14,High Value
15397,311.0,1,94.0,4,5,5,14,High Value
18114,311.0,1,220.1,4,5,5,14,High Value
16349,311.0,1,53.5,4,5,5,14,High Value
14371,316.0,1,100.5,4,5,5,14,High Value
18138,316.0,1,152.65,4,5,5,14,High Value
14386,318.0,1,142.4,4,5,5,14,High Value
14760,318.0,1,89.2,4,5,5,14,High Value
16073,318.0,1,122.4,4,5,5,14,High Value
16738,319.0,1,3.75,4,5,5,14,High Value
12561,324.0,1,238.85,4,5,5,14,High Value
12401,324.0,1,84.3,4,5,5,14,High Value
15843,325.0,1,118.95,4,5,5,14,High Value
17881,325.0,1,133.35,4,5,5,14,High Value
